table_id,verb_root,comments
135,אזר,
135,אמץ,
135,אמת,
135,אסף,
135,אפס,
135,אפק,
135,אפר,
135,בגר,
135,בדל,
135,בדר,
135,בטל,
135,ביש,
135,בלט,
135,בסם,
136,קרב,
136,ארך,
136,ארס,
136,באר,
136,ברך,
136,ברר,
136,גרד,
136,גרש,
136,חרט,
136,חרש,
136,יאש,
136,מרד,
136,ערב,
136,פאר,
136,פרס,
136,פרץ,
136,פרק,
136,פרש,
136,קרר,
137,נהל,
137,אהב,
137,אחד,
137,אחר,
137,בהם,
137,בהר,
137,יחד,
137,יחם,
137,יחס,
137,יעל,
137,יעץ,
137,כחש,
137,כער,
137,להב,
137,להט,
137,לחש,
137,מעט,
137,נהג,
137,נחל,
138,גלח,
138,בדח,
138,בצע,
138,בקע,
138,ודע,
138,וכח,
138,יגע,
138,יפח,
138,לקח,
138,מקח,
138,מתח,
138,נגח,
138,נפח,
138,נצח,
138,פכח,
138,פקע,
138,פתח,
138,רוח,
138,קלח,
138,רתח,
139,,
140,,
141,,
142,,
143,שעל,
143,שחל,
144,סרק,
144,סאב,
144,סעף,
144,סער,
145,,
146,,
147,סכן,
147,סבן,
147,סמן,
147,סנן,
147,צין,
147,צנן,
147,שכן,
148,צדק,
148,צבר,
148,ציר,
148,צלב,
148,צלם,
148,צמק,
148,צנף,
149,צחק,
149,זהם,
149,צער,
150,צרף,
150,צרד,
150,צרך,
150,שרך,
150,שרר,
150,שרש,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,כסה,
159,אדה,
159,אוה,
159,אחה,
159,בדה,
159,בזה,
159,בלה,
159,גלה,
159,הוה,
159,ודה,
159,חזה,
159,חלה,
159,חקה,
159,יפה,
159,לוה,
159,מחה,
159,מנה,
159,נסה,
159,נקה,
160,אמת,
160,עות,
160,עמת,
160,עשת,
161,,
162,,
163,,
164,,
165,זהה,
166,שחה,
167,בלבל,
167,אגרף,
167,אורר,
167,אכזב,
167,אכזר,
167,אסלם,
167,אפשר,
167,אקלפ,
167,אשפז,
167,בזבז,
167,גלגל,
167,גנדר,
167,דלדל,
167,דרדר,
167,חלחל,
167,חספס,
167,חשמל,
167,יפיף,
167,כלכל,
168,אזרח,
168,לחלח,
168,מהמה,
168,פרחח,
169,,
170,,
171,שחרר,
171,סחרר,
171,סכסך,
171,סלסל,
171,סנור,
171,סקרן,
171,סרבל,
171,צמצם,
171,שכלל,
171,שכשך,
171,שלהב,
171,שלשל,
171,שעבד,
171,שפשף,
171,שרבב,
172,שעמם,
173,שעשע,
173,צעצע,
174,שכנע,
174,צחצח,
175,זעזע,
176,רענן,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,רוח,
185,בטח,
185,בלח,
185,בלע,
185,בקע,
185,ברח,
185,דמע,
185,זנח,
185,זרע,
185,טבע,
185,טרח,
185,כנע,
185,כרח,
185,כרע,
185,מלח,
185,נצח,
185,סרח,
185,פצע,
185,פקע,
186,גבה,
187,,
188,,
189,חבא,
190,רשה,
190,גלה,
190,לוה,
190,לקה,
190,סוה,
190,פלה,
190,פנה,
190,פרה,
190,קנה,
190,קצה,
190,קשה,
190,רבה,
190,רוה,
190,רפה,
190,רצה,
190,שוה,
190,שלה,
190,שקה,
190,שרה,
191,נחה,
191,טעה,
191,כהה,
191,קהה,
191,שהה,
191,שעה,
191,תעה,
192,ראה,
192,לאה,
193,חנה,
193,חיה,
193,חשה,
193,עלה,
194,ירד,
194,יאל,
194,יבל,
194,יזל,
194,ילד,
194,ילך,
194,יסף,
194,יעד,
194,יעל,
194,יקר,
194,ירק,
194,ירש,
194,השב,
194,השט,
194,התר,
195,,
196,,
197,ידה,
197,ינה,
197,ירה,
198,נכר,
198,נבט,
198,נגד,
198,נגש,
198,נדף,
198,נזק,
198,נטל,
198,נטף,
198,נכש,
198,נסג,
198,נסק,
198,נפל,
198,נצב,
198,נצג,
198,נצל,
198,נצת,
198,נקז,
198,נקף,
198,נקש,
199,נשא,
200,נגע,
200,נגה,
200,נדח,
200,נגע,
200,ננח,
200,נסח,
200,נסע,
200,נצע,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
